Property ID,Property Type,Bedrooms,Bathrooms,Floor Area,Postcode,Published Date,Price,Tenure,Council Tax Band,Parking,Garden,Distance From Nearest Station,Marketed By
149754263,Apartment,2,2,69,E14,2024-07-01,800000,Leasehold,0,True,False,0.1, Life Residential
134086340,Apartment,2,2,96,E14,2024-02-27,800000,Leasehold,F,False,False,0.2, JOHNS&CO
131464862,Flat,1,1,47,E1,2024-01-11,315000,Leasehold,0,False,False,0.3, Foxtons
147225419,Penthouse,2,3,96,E14,2024-06-05,800000,Leasehold,G,True,True,0.5, JLL
142881365,Flat,1,1,59,E1W,2023-12-12,800000,Leasehold,0,False,False,0.3, Foxtons
144176414,Semi-Detached,2,1,96,0,2024-07-01,799995,Freehold,0,False,True,0.2, Dexters
149223101,Flat,2,2,96,E1W,2024-06-17,799995,Leasehold,0,True,False,0.4, Yopa
149131355,Flat,1,1,48,E1,2024-06-21,799000,0,0,False,False,0.2, Celestial Globe
147599306,Flat,1,1,48,0,2024-05-03,799000,Leasehold,E,False,True,0.1, Global House Estates
149636942,Apartment,2,2,77,E14,2024-06-27,795000,Leasehold,0,False,False,0.4, Ballymore Group
146336681,Apartment,2,1,56,E14,2024-04-02,795000,Leasehold,0,False,True,0.1, Berkeley Capital (East Thames)
146664512,Flat,1,1,149,E1,2024-04-10,795000,Leasehold,F,False,True,0.2, Hamptons
141595433,Apartment,2,2,73,E8,2023-11-02,795000,Leasehold,0,False,False,0.2, Stone
146433323,Apartment,3,2,130,E1,2024-06-03,795000,Leasehold,F,True,True,0.1, The Bespoke Agent
146410367,Apartment,2,2,96,E1,2024-06-20,795000,Leasehold,F,False,False,0.1, Hurford Salvi Carr
144310298,Apartment,3,2,144,E14,2024-01-31,795000,Leasehold,G,True,True,0.2, Chase Evans
149054015,Flat,2,2,71,0,2024-06-12,795000,Leasehold,0,False,False,0.2, Dexters
138468530,Apartment,2,1,96,E14,2023-11-13,790000,Leasehold,0,False,True,0.0, JOHNS&CO New Homes
144400118,Penthouse,2,2,96,E1,2024-06-03,790000,Leasehold,0,True,False,0.3, Hurford Salvi Carr
146255030,Apartment,2,2,92,E1,2024-05-17,790000,Share of Freehold,E,False,False,0.3, Savills
147557195,Apartment,2,1,96,E1W,2024-05-02,785000,Leasehold,0,True,False,0.1, Abatoria
148370312,Apartment,2,2,96,0,2024-05-24,785000,Share of Freehold,G,True,False,0.3, Rubicon Estate Agents Limited
148033940,Flat,1,1,74,E14,2024-05-15,785000,Leasehold,F,True,True,0.4, Knight Frank - New Homes
138592307,Flat,2,2,96,E14,2024-05-31,784000,Leasehold,0,True,True,0.1, Imperial Dragon Property Management
137163941,Apartment,2,2,96,E14,2024-05-31,784000,Leasehold,G,True,False,0.1, Life Residential
126530558,Apartment,2,2,72,E14,2024-01-26,784000,Leasehold,G,True,False,0.1, Life Residential
148887614,Flat,1,1,48,E14,2024-06-07,625000,Leasehold,0,False,True,0.2, JLL
149001401,Apartment,2,2,86,E14,2024-06-11,784000,Leasehold,0,False,True,0.4, Berkeley Capital (East Thames)
145015682,Flat,2,2,96,E14,2024-06-03,784000,Leasehold,0,False,False,0.2, JLL
114902630,Flat,1,1,55,E1W,2024-03-28,780000,Leasehold,0,True,True,0.3, Goldstone Letting & Management Ltd
141811937,Apartment,3,2,144,E14,2024-02-05,780000,Leasehold,G,True,True,0.3, JOHNS&CO
134426117,Flat,1,2,48,E1W,2024-03-27,780000,Leasehold,0,False,False,0.4, Chestertons
132267494,Apartment,1,1,51,E1W,2023-03-15,780000,Leasehold,0,False,False,0.3, Lionsgate Property Management
149343311,Apartment,1,1,48,E1W,2024-06-19,780000,Leasehold,F,False,False,0.3, CBRE Residential
121445405,Apartment,1,1,52,E1W,2022-05-17,780000,0,0,False,True,0.3, Celestial Globe
142880480,Apartment,1,1,51,0,2022-05-13,780000,Leasehold,0,False,False,0.1, Prime London
147925994,Apartment,1,1,42,0,2024-05-14,780000,Leasehold,D,False,True,0.4, Guide Point Properties Limited
135452027,House,2,1,96,0,2024-02-12,780000,Freehold,0,False,True,0.4, Dexters
139470119,Terraced,2,1,96,E1,2024-02-12,780000,Freehold,0,False,True,0.4, Felicity J Lord
137676017,House,2,1,91,E1,2024-02-12,780000,Freehold,0,False,True,0.4, Foxtons
127058177,Apartment,2,2,96,E14,2024-01-30,779999,Leasehold,E,True,False,0.8, JOHNS&CO
150133760,Flat,1,1,58,E14,2024-07-11,777500,Leasehold,0,True,True,0.0, Foxtons New Homes
146161661,Apartment,1,1,57,E14,2024-03-26,777500,Leasehold,0,False,True,0.1, Berkeley Capital (East Thames)
148175831,Flat,2,2,91,E14,2024-06-15,775000,Leasehold,0,True,True,0.4, Foxtons
146347475,Semi-Detached,2,1,95,E14,2024-04-02,775000,Freehold,0,False,True,0.1, iad
148457780,Apartment,2,2,96,E14,2024-05-28,775000,Leasehold,0,False,True,0.4, Allie Home
148228388,Flat,2,2,84,E14,2024-07-04,775000,Share of Freehold,0,True,True,0.2, Chestertons
131220725,Terraced,3,1,144,E1,2023-05-30,775000,Freehold,0,False,True,0.3, Felicity J Lord
147944321,Apartment,3,3,144,E14,2024-05-13,775000,Leasehold,0,True,False,0.3, Alter & Cope
121116527,Apartment,2,2,96,E14,2022-03-15,775000,Leasehold,E,True,False,0.1, JOHNS&CO
144056312,Flat,2,1,76,E1W,2024-06-29,575000,Share of Freehold,0,True,True,0.4, Foxtons
148564373,Terraced,3,2,144,E14,2024-05-30,775000,Freehold,0,True,True,0.3, JOHNS&CO
142869890,Terraced,3,2,144,E14,2023-12-12,775000,Freehold,E,True,True,0.3, Purplebricks
147420920,Flat,2,2,96,0,2024-04-29,775000,Leasehold,0,True,False,0.2, Dexters
147975818,Apartment,1,1,56,E14,2024-05-14,775000,0,0,False,True,0.1, JLL
146747012,House,4,2,192,0,2024-05-07,775000,Freehold,0,False,False,0.2, Dexters
149621672,Apartment,2,2,98,E14,2024-06-27,775000,Leasehold,G,True,False,0.1, MY LONDON HOME
147323162,Flat,2,2,79,E14,2024-04-26,775000,Leasehold,0,True,False,0.2, Chestertons
137238233,Flat,2,2,96,E14,2024-06-18,775000,Leasehold,F,False,False,0.1, JLL
146203256,Apartment,2,2,127,E14,2024-03-27,775000,Leasehold,G,True,False,0.0, Savills
148122515,Terraced,2,1,83,E1,2024-05-17,775000,Freehold,0,False,True,0.2, Foxtons
147796670,Apartment,2,2,78,E14,2024-05-09,775000,Leasehold,F,False,False,0.1, Life Residential
147104720,Apartment,2,2,83,E14,2024-04-22,775000,Share of Freehold,G,True,False,0.2, Hurford Salvi Carr
149018738,Apartment,2,2,92,E14,2024-06-11,775000,Share of Freehold,F,True,False,0.2, Hurford Salvi Carr
147971507,Flat,2,2,79,E14,2024-05-15,775000,Leasehold,0,True,False,0.2, Chestertons
149363876,Terraced,3,1,144,0,2024-06-19,775000,Freehold,D,False,True,0.1, Elms Estates
149445779,Apartment,1,1,48,E14,2024-06-21,775000,Leasehold,0,False,False,0.0, Regent Letting and Property Management
149513207,Apartment,3,2,89,0,2024-06-24,775000,Share of Freehold,E,False,True,0.1, The Stow Brothers
137676020,Maisonette,2,2,113,E1,2024-05-28,775000,Leasehold,0,True,False,0.3, Foxtons
141922661,Apartment,2,2,73,E14,2024-06-20,774000,Leasehold,0,False,True,0.2, Life Residential
86884584,Apartment,1,1,48,E14,2024-05-16,772500,Leasehold,0,False,True,0.1, Allie Home
148944419,Apartment,1,1,53,E1W,2024-06-10,770000,0,F,True,False,0.3, CROWN HOME BUYING AND LETTING
149648360,Maisonette,2,2,90,E14,2024-06-28,768000,Leasehold,0,False,True,0.3, Garrison Estates
147919601,Flat,2,1,96,E1,2024-05-13,425000,Leasehold,0,False,False,0.3, Felicity J Lord
149924072,Apartment,2,1,90,E14,2024-07-05,768000,Leasehold,0,False,False,0.4, Ballymore Group
148302221,Flat,2,2,78,E14,2024-04-30,767500,Leasehold,0,False,True,0.4, Foxtons New Homes
140470538,Apartment,1,1,48,E14,2023-10-20,765000,Leasehold,E,False,False,0.4, JOHNS&CO
145177391,Apartment,3,2,90,E14,2024-02-27,762500,Leasehold,D,False,False,0.0, CBRE Residential
134261051,Apartment,3,2,91,E14,2023-04-29,762500,Leasehold,0,True,True,0.0, CBRE Residential
148636448,Flat,2,1,96,E14,2024-06-13,760000,Leasehold,0,False,False,0.1, One Move Group
139060556,Flat,1,1,48,E1,2023-08-24,760000,0,0,False,True,0.1, Imperial Dragon Property Management
149402294,Flat,2,2,96,E14,2024-06-20,760000,Share of Freehold,G,True,False,0.3, Rubicon Estate Agents Limited
143685491,Flat,2,2,96,E14,2024-01-16,760000,Leasehold,0,True,False,0.1, JLL
146987222,Apartment,2,1,96,E1,2024-06-20,758000,Leasehold,0,False,True,0.3, Benham & Reeves - City
148027457,End of Terrace,5,2,240,0,2024-05-15,755000,Freehold,F,True,True,0.3, Quicklister
144433349,Apartment,1,1,62,E14,2024-02-06,754400,0,0,False,False,0.1, Lixing
126639398,Apartment,1,1,48,E14,2022-09-02,750000,Leasehold,0,False,True,0.1, JLL
140740559,Apartment,2,2,75,E14,2024-02-22,750000,Leasehold,F,False,False,0.1, Benham & Reeves - Canary Wharf
144201149,Flat,2,2,102,E14,2024-04-19,750000,Leasehold,H,False,False,0.1, Hamptons
143839469,Flat,2,2,73,E1,2024-04-29,750000,Leasehold,0,False,False,0.2, Foxtons
131823047,Apartment,2,2,96,E1,2023-02-20,750000,Leasehold,F,False,True,0.2, Regent Letting and Property Management
145773770,Apartment,2,2,79,E14,2024-04-29,750000,0,0,False,False,0.3, Lixing
149354600,Apartment,2,1,73,E14,2024-06-19,750000,Leasehold,0,False,True,0.0, Rockwell
150090458,Apartment,3,3,118,E1,2024-07-10,750000,Leasehold,E,False,False,0.1, Savills
147848912,Flat,2,2,99,E14,2024-05-10,750000,Leasehold,0,False,False,0.2, Foxtons
141660956,Apartment,1,1,48,E14,2023-11-03,750000,Leasehold,0,True,False,0.2, Moving City
145587752,Duplex,2,2,99,E1,2024-04-13,750000,Leasehold,F,True,True,0.3, Savills
149887970,Flat,2,2,73,0,2024-05-21,600000,Leasehold,0,False,False,0.0, Dexters
77956893,Flat,1,1,60,E14,2023-08-07,750000,Leasehold,0,False,False,0.1, Vantage Properties & Management Ltd
147213500,Apartment,2,1,96,E14,2024-04-24,750000,Leasehold,0,False,True,0.0, JOHNS&CO
146192681,Parking,3,1,131,E14,2024-03-27,750000,Leasehold,0,True,True,0.1, Hastings International
145480931,Maisonette,3,1,144,E3,2024-03-07,750000,Leasehold,C,False,False,0.5, Purplebricks
149854121,Apartment,2,2,82,E1,2024-07-04,750000,Leasehold,E,False,True,0.1, Savills
149200280,Apartment,2,2,96,E1,2024-06-15,750000,0,E,True,False,0.2, Hurford Salvi Carr
147407906,Flat,2,2,96,E14,2024-06-10,750000,Leasehold,0,True,False,0.2, JLL
148816847,Maisonette,2,1,75,E2,2024-06-06,750000,Leasehold,C,False,False,0.2, Easthaus
148204907,Flat,2,2,85,E14,2024-05-21,750000,Leasehold,0,False,False,0.0, Chestertons
144975947,Flat,3,2,90,E1W,2024-06-06,750000,Leasehold,0,False,True,0.2, Foxtons
149326298,Apartment,3,2,100,E2,2024-06-18,750000,Leasehold,0,False,True,0.3, Ellis & Co
143190728,Apartment,3,1,93,E2,2024-03-01,750000,Leasehold,C,False,False,0.1, Stirling Ackroyd Sales
145736327,Flat,2,2,96,0,2024-03-14,750000,Leasehold,0,False,False,0.1, Dexters
149459432,Apartment,2,2,104,E1,2024-06-21,750000,Share of Freehold,D,False,False,0.3, MY LONDON HOME
145249976,Apartment,2,2,133,E14,2024-02-29,750000,Leasehold,F,False,False,0.1, Stirling Ackroyd Sales
144596489,Flat,2,2,68,E14,2024-02-10,750000,Leasehold,0,True,True,0.1, Property Inside London
146756087,Flat,2,2,96,E3,2024-04-12,750000,Leasehold,0,True,False,0.7, Yopa
141268262,Flat,3,3,86,E1,2023-11-06,750000,Leasehold,0,False,False,0.3, Foxtons
139954925,Flat,3,1,77,E3,2023-09-14,750000,Share of Freehold,0,True,True,0.2, W J Meade
148616132,Apartment,2,2,78,E14,2024-05-31,750000,Leasehold,F,True,False,0.2, d.fine
149294669,Duplex,2,2,97,E1,2024-06-18,750000,Leasehold,F,True,True,0.3, MY LONDON HOME
147255425,Flat,2,2,73,E1,2024-06-24,750000,Leasehold,0,False,False,0.1, Foxtons
144414788,Apartment,2,2,96,E14,2024-02-06,750000,0,F,True,True,0.1, Property Liaisons
147485075,Flat,2,2,96,E1,2024-05-01,750000,Leasehold,0,False,False,0.1, Felicity J Lord
148499969,Semi-Detached,3,3,144,0,2024-05-29,750000,Freehold,0,True,True,0.1, Dexters
147986504,Apartment,2,2,79,E1W,2024-07-11,750000,Share of Freehold,E,True,False,0.4, Savills
139061825,Flat,2,2,96,E14,2023-12-01,750000,0,0,False,True,0.1, Imperial Dragon Property Management
148761476,Maisonette,3,1,111,E2,2024-07-08,750000,Leasehold,0,False,True,0.3, Foxtons
150118892,Apartment,2,2,96,E1,2024-07-10,750000,Leasehold,G,False,False,0.0, Chase Evans
147366023,Apartment,2,2,72,E1,2024-06-25,750000,Leasehold,B,True,False,0.1, Peach Properties
137197817,Apartment,1,1,48,E14,2023-08-18,750000,Leasehold,E,False,False,0.1, Benham & Reeves - Canary Wharf
136983197,Apartment,2,2,96,E14,2023-07-06,750000,Leasehold,G,True,False,0.1, Henry Wiltshire
147493157,Apartment,2,2,84,E14,2024-05-01,750000,Share of Freehold,F,True,False,0.2, Savills
146995331,Apartment,2,2,96,E14,2023-02-22,750000,Leasehold,F,True,False,0.5, JOHNS&CO
146486948,Flat,2,2,84,E1,2024-04-24,750000,Leasehold,D,False,False,0.3, Keatons
126413669,Apartment,2,2,68,E14,2021-08-19,750000,Leasehold,E,True,False,0.2, Madison Brook
147073343,Apartment,3,2,144,E14,2024-04-20,750000,Leasehold,G,True,True,0.2, Chase Evans
149443517,Apartment,1,1,48,E14,2024-06-21,750000,Leasehold,E,False,False,0.0, Regent Letting and Property Management
146910491,Flat,2,2,96,0,2024-04-17,750000,Leasehold,0,False,False,0.1, Waterview
149434073,End of Terrace,3,1,144,E1,2024-03-27,750000,Freehold,D,False,True,0.2, Savills
146255261,Apartment,2,1,70,E14,2024-03-28,750000,Leasehold,0,False,True,0.0, Savills New Homes
142056968,Apartment,3,2,114,E14,2023-11-15,750000,Leasehold,G,True,False,0.2, Franklyn James
148544024,Apartment,2,2,82,E14,2024-05-30,750000,Leasehold,0,True,False,0.1, Lixing
137139758,Flat,1,1,80,E1W,2024-06-10,750000,Leasehold,0,True,True,0.4, Foxtons
139244555,Flat,2,2,84,E14,2024-01-25,750000,Leasehold,F,True,False,0.1, Hamptons
149367635,Flat,2,2,96,0,2024-06-19,750000,0,0,True,False,0.5, Dexters
147367634,Ground Flat,2,2,78,E1,2024-04-29,750000,Leasehold,C,False,False,0.2, Winkworth
86810571,Flat,1,1,57,E3,2024-03-06,350000,Leasehold,0,False,False,0.1, Foxtons
148009796,Apartment,3,2,144,E14,2024-06-25,750000,Leasehold,D,True,True,0.1, Chase Evans
137808731,Flat,2,2,81,E14,2024-06-28,750000,Leasehold,0,False,False,0.1, Chestertons
143219459,Apartment,2,2,96,E14,2023-08-24,750000,Leasehold,G,True,False,0.0, Knight Frank
145002974,Apartment,2,2,77,E14,2024-04-26,749995,Leasehold,G,True,False,0.1, CBRE Residential
138798149,Flat,1,1,50,0,2023-08-18,748500,Leasehold,0,False,False,0.1, Dexters
145693085,Flat,2,2,81,E3,2024-04-22,745000,Leasehold,C,False,True,0.3, Keatons
138122309,Flat,1,1,55,E14,2023-08-01,745000,Leasehold,0,False,True,0.1, EGRE
142957541,Apartment,3,2,89,E14,2024-02-19,744800,Leasehold,F,False,False,0.2, Life Residential
144370892,Flat,2,2,96,E14,2024-02-05,742500,Leasehold,0,False,True,0.3, JLL
143510783,Flat,2,2,94,E14,2024-02-16,740000,Leasehold,G,True,True,0.5, Hamptons
142883933,Apartment,3,2,89,E14,2024-02-19,739900,Leasehold,0,False,True,0.2, Life Residential
142884485,Apartment,3,2,89,E14,2024-02-19,739900,Leasehold,F,False,True,0.2, Life Residential
147337001,Apartment,2,2,79,E14,2024-04-27,738000,Leasehold,0,False,False,0.3, Romans & Partners
148388219,Apartment,1,1,48,E1,2024-05-24,738000,Leasehold,E,False,False,0.1, JOHNS&CO
142957532,Apartment,3,2,89,E14,2024-02-19,737450,Leasehold,F,False,True,0.2, Life Residential
142883684,Apartment,3,2,89,E14,2024-02-19,737450,Leasehold,F,False,False,0.2, Life Residential
139211564,Apartment,2,2,72,E14,2024-03-12,735000,Leasehold,0,False,False,0.4, Life Residential
127205903,Flat,1,1,48,E14,2022-09-20,735000,Leasehold,0,False,True,0.2, JLL
147729338,Apartment,4,2,155,E1W,2024-05-08,735000,Leasehold,G,True,False,0.1, Franklyn James
149882057,Apartment,2,2,76,E3,2024-07-05,735000,Leasehold,0,False,True,0.4, The London Broker
142675160,Apartment,2,2,90,E14,2024-06-18,730000,Leasehold,E,True,False,0.1, Savills
144313901,Apartment,2,2,68,E14,2024-02-02,730000,Leasehold,G,False,False,0.1, CBRE Residential
147147656,Apartment,1,1,48,E14,2024-04-19,425000,Leasehold,F,False,False,0.1, Chase Evans
127732529,Apartment,2,2,76,E1,2024-06-28,730000,Leasehold,D,False,True,0.1, Winkworth
112134359,Apartment,2,2,76,E14,2021-02-03,730000,0,F,False,False,0.1, Lixing
147975320,Apartment,1,1,55,E14,2024-05-14,730000,0,0,False,True,0.1, JLL
149972066,End of Terrace,2,1,96,E14,2024-07-08,729995,Leasehold,0,True,True,0.1, Jack Barclay Estates
143146841,Apartment,1,1,55,E14,2024-07-02,725000,Leasehold,0,False,True,0.1, Life Residential
147425141,Apartment,2,2,72,E2,2024-04-30,725000,Leasehold,D,False,True,0.1, Fyfe McDade Limited
145162532,Flat,1,1,50,E14,2024-01-15,725000,Leasehold,B,False,True,0.1, One Move Group
148827344,Duplex,2,2,82,E1W,2024-06-06,725000,Leasehold,E,True,True,0.3, EweMove
144893636,Penthouse,2,2,128,E14,2024-04-05,725000,Leasehold,0,True,False,0.1, Foxtons
148034276,Flat,2,2,96,0,2024-05-15,725000,Share of Freehold,0,True,False,0.3, Dexters
149933237,Flat,3,2,93,E14,2024-07-06,725000,Leasehold,0,False,True,0.2, Foxtons
133898183,Apartment,2,2,72,E14,2024-04-16,725000,Leasehold,G,True,False,0.1, Life Residential
149037923,Apartment,2,2,96,E14,2024-06-12,725000,Leasehold,F,False,False,0.3, Regent Letting and Property Management
146610980,Apartment,1,1,54,E1W,2024-04-09,725000,Leasehold,0,False,False,0.3, Victorstone
147140306,Apartment,2,2,70,E14,2024-07-08,725000,Leasehold,0,False,True,0.4, Garrison Estates
148330085,Terraced,3,1,144,E14,2024-05-23,725000,Freehold,0,False,True,0.3, Alex Neil Estate Agents
149739098,Apartment,1,1,48,E14,2024-07-01,725000,Leasehold,E,False,True,0.1, Regent Letting and Property Management
149626061,Apartment,1,1,48,E14,2024-04-23,725000,Leasehold,0,False,True,0.1, Prime Residential Property Management
86919000,Flat,2,2,115,E14,2024-07-03,725000,Leasehold,0,False,False,0.1, Foxtons
148643915,Flat,2,2,96,0,2024-06-01,725000,Share of Freehold,0,True,False,0.3, Waterview
146276384,Apartment,2,2,96,E14,2024-03-28,725000,Leasehold,C,True,False,0.4, Jack Barclay Estates
137325410,Flat,2,1,96,0,2023-10-17,725000,Leasehold,0,False,False,0.2, Dexters
148525004,Flat,2,2,71,E3,2024-06-04,450000,Leasehold,0,False,True,0.1, Foxtons
147162428,Flat,2,1,96,0,2024-06-14,725000,Leasehold,0,False,False,0.1, Dexters
149005946,Terraced,3,1,144,0,2024-06-11,725000,Freehold,D,False,True,0.2, Castles Estate Agents
147554495,Flat,3,2,117,E3,2024-06-01,725000,Leasehold,E,True,False,0.0, Hamptons
131550113,Duplex,2,2,94,E14,2024-05-18,725000,Share of Freehold,G,True,False,0.2, Savills
150078692,Flat,1,1,55,E14,2024-07-10,725000,Leasehold,0,False,True,0.1, LANSHA LTD
145538516,Flat,2,2,77,E14,2024-06-11,725000,Leasehold,E,False,True,0.1, Urban Spaces
145885985,Flat,2,2,96,E14,2024-03-19,725000,Leasehold,0,False,False,0.3, JLL
149958431,Apartment,3,2,144,E14,2024-07-08,725000,Share of Freehold,F,True,False,0.2, Peach Properties
135167171,Apartment,2,2,96,E14,2023-07-27,725000,Leasehold,0,False,False,0.2, JLL
148647197,Maisonette,3,3,139,E14,2024-06-26,725000,Leasehold,0,True,True,0.2, Foxtons
147844055,Apartment,2,2,94,E1W,2024-05-10,725000,Share of Freehold,F,True,False,0.3, Savills
146348126,Flat,2,2,70,E14,2024-04-02,722000,Leasehold,0,False,False,0.5, Fraser & Co New Homes
146875688,Apartment,2,2,96,E14,2024-04-17,720000,Leasehold,F,False,False,0.3, JOHNS&CO
129096992,Apartment,1,1,55,E14,2022-11-15,720000,Leasehold,E,False,True,0.2, Savills
136371188,Apartment,1,1,48,E1,2023-06-21,720000,Leasehold,0,False,False,0.0, Moving City
147486992,Apartment,2,2,96,E14,2024-06-11,719950,Share of Freehold,0,True,False,0.2, Alliance London
149661875,Apartment,1,1,58,E2,2024-06-28,717500,0,0,False,True,0.2, CBRE Residential
142871825,Flat,1,1,48,E14,2023-12-12,715000,Leasehold,0,False,True,0.2, JLL
127793927,Apartment,3,2,100,E14,2022-10-06,715000,Leasehold,0,False,True,0.0, CBRE Residential
144591755,Flat,1,1,55,E14,2024-02-10,710000,0,0,False,True,0.2, SJW Sales
147880460,Apartment,2,2,74,E1W,2024-05-10,700000,Leasehold,0,True,False,0.4, Cluttons
149493941,Apartment,2,2,79,E3,2024-06-24,530000,Leasehold,0,False,True,0.2, Dominus New Homes
143875274,Apartment,2,2,96,E14,2024-01-22,700000,Share of Freehold,0,True,False,0.2, Alter & Cope
138199457,Flat,1,1,48,E14,2024-05-21,700000,Leasehold,0,False,True,0.2, JLL
125644175,Flat,1,1,48,E14,2024-04-22,700000,Leasehold,0,False,True,0.2, JLL
149861648,Terraced,3,2,97,E14,2024-07-04,700000,Freehold,0,True,True,0.2, Chestertons
147035900,Flat,2,2,96,0,2024-06-10,700000,Leasehold,0,True,False,0.1, Dexters
122106269,Flat,2,2,96,E14,2022-07-08,700000,Leasehold,0,False,True,0.1, JLL
145698620,Flat,1,2,104,E2,2024-03-13,700000,Leasehold,0,False,False,0.2, Foxtons
149508644,Apartment,2,1,96,E1,2024-07-05,700000,Leasehold,0,False,True,0.2, Yopa
148570298,Apartment,2,2,90,E1W,2024-05-30,700000,Leasehold,D,True,False,0.2, Property Liaisons
145980332,Apartment,2,2,96,E14,2024-03-21,700000,Leasehold,0,True,True,0.3, Felicity J Lord
141233930,Flat,2,2,104,E14,2024-01-11,700000,Leasehold,0,False,False,0.1, Foxtons
148692083,Flat,2,2,96,E14,2024-06-03,700000,Leasehold,F,True,True,0.3, JLL
145510850,Apartment,2,2,96,E14,2024-03-08,700000,Leasehold,F,False,True,0.0, Regent Letting and Property Management
144667715,Flat,2,2,85,E14,2024-04-30,700000,Leasehold,0,False,False,0.0, Foxtons
133457996,Apartment,2,2,104,E14,2024-01-11,700000,Leasehold,0,True,False,0.1, Hunters
128055680,Apartment,2,2,96,E14,2023-05-11,700000,Leasehold,F,True,True,0.2, Chase Evans
139616804,Apartment,1,1,48,0,2024-06-24,700000,Leasehold,E,False,False,0.1, Districts London
148974329,Flat,2,2,95,E14,2024-06-10,700000,Leasehold,0,False,False,0.2, Foxtons
132914825,Flat,1,1,60,E14,2024-02-07,700000,Leasehold,0,False,False,0.1, Chestertons
149060630,Flat,2,2,96,0,2024-06-12,700000,Leasehold,0,False,False,0.1, Dexters
149291453,Flat,4,2,123,E3,2024-06-18,700000,Leasehold,0,True,False,0.4, Bairstow Eves
145517618,Flat,2,2,96,E14,2024-03-08,700000,Leasehold,0,False,False,0.3, JLL
143813093,Flat,2,1,56,E14,2024-04-05,380000,Leasehold,D,True,True,0.2, Hamptons
137291366,Apartment,2,2,101,E14,2023-09-01,700000,Leasehold,F,True,False,0.0, Savills
148539929,Flat,2,1,71,E2,2024-05-30,700000,Leasehold,D,False,True,0.1, Keatons
149591366,Flat,2,2,79,E1,2024-06-26,700000,Leasehold,0,False,False,0.1, Foxtons
149045399,Flat,2,2,96,E14,2024-06-12,700000,Share of Freehold,0,True,True,0.3, Alex Neil Estate Agents
94206329,Apartment,1,1,50,E14,2020-07-03,700000,Leasehold,0,False,True,0.1, Invest & Co
149867855,Apartment,2,3,108,E14,2024-07-04,700000,Leasehold,E,True,False,0.2, Savills
144472781,Flat,2,2,141,E14,2024-05-23,700000,Leasehold,0,True,False,0.0, Chestertons
148624907,Flat,3,2,97,E3,2024-06-10,700000,Leasehold,0,False,False,0.2, Foxtons
149805185,Apartment,2,1,96,E1,2024-07-02,700000,Freehold,C,False,True,0.2, Purplebricks
149139329,Apartment,2,2,68,E1,2024-06-14,700000,Leasehold,D,False,False,0.2, Knight Frank
146570354,Flat,2,2,84,E14,2024-05-22,700000,Share of Freehold,F,True,False,0.4, Hamptons
145897934,Flat,3,3,100,E14,2024-07-05,700000,Leasehold,0,False,False,0.1, Chestertons
122118011,Flat,2,2,93,E14,2022-08-24,700000,Leasehold,0,False,True,0.0, Foxtons
132652343,Flat,1,1,62,E14,2024-05-31,700000,Leasehold,0,False,True,0.2, Zuker Property Ltd
135779564,Flat,1,1,60,E14,2024-02-05,700000,Leasehold,0,False,True,0.3, Foxtons
149638112,Apartment,1,1,48,E14,2024-06-27,700000,Leasehold,E,False,True,0.1, JOHNS&CO
149302409,Flat,4,2,192,0,2024-06-18,700000,Leasehold,0,True,False,0.4, Kings Group
138104786,Flat,2,2,87,E14,2024-04-19,700000,Leasehold,0,True,False,0.0, Foxtons
148416875,Terraced,3,1,85,E1,2024-06-17,700000,Freehold,0,False,True,0.1, Foxtons
144644129,Flat,3,3,129,E14,2024-03-21,700000,Leasehold,0,False,True,0.2, Foxtons
148334819,Flat,2,2,96,0,2024-06-10,700000,Leasehold,0,True,False,0.1, Waterview
144396200,Flat,3,3,144,E14,2024-03-21,700000,0,0,False,False,0.2, BidX1
149954765,Apartment,2,2,96,E14,2024-07-08,700000,Leasehold,F,False,False,0.2, JOHNS&CO
149723966,Apartment,1,1,65,E14,2024-07-01,700000,Leasehold,E,False,True,0.2, Districts London
149232500,Flat,2,2,76,E14,2024-06-17,600000,Leasehold,E,True,True,0.2, Hamptons
129277661,Apartment,1,1,52,E14,2023-11-06,700000,Leasehold,E,False,True,0.2, Savills
133513226,Apartment,2,2,96,E14,2024-06-05,700000,Leasehold,F,False,False,0.1, JLL
147246644,Apartment,2,2,96,E1,2024-04-25,700000,Leasehold,E,True,False,0.2, Winkworth
150044408,Flat,2,2,96,E14,2024-07-09,700000,Leasehold,E,False,False,0.2, John D Wood & Co
129904979,Flat,1,1,48,0,2024-04-02,700000,Leasehold,E,False,False,0.2, Anderson Rose
149637005,House,2,2,63,E3,2024-06-27,700000,Freehold,D,False,True,0.2, Keatons
149348330,Flat,2,2,115,E1W,2024-06-19,700000,Leasehold,0,True,False,0.3, Chestertons
149362853,End of Terrace,2,1,96,E1,2024-06-19,700000,Freehold,B,True,True,0.3, Urban Spaces
148856252,Flat,3,1,104,E14,2024-06-06,700000,Leasehold,0,False,True,0.1, Foxtons
147425024,Apartment,2,2,68,E2,2024-04-30,700000,Leasehold,D,False,True,0.1, Fyfe McDade Limited
147549671,Flat,2,2,96,0,2024-05-02,700000,Leasehold,0,False,False,0.3, Dexters
141100034,Apartment,1,1,48,E14,2023-10-20,700000,Leasehold,E,False,False,0.1, JOHNS&CO
